,HCG,Name,RA,Dec,Vsys,M_type,T_type,sep_kpc,sep_norm,e_sepnorm,D25_am,D25_kpc,flux,logMHIobs,e_logMHIobs,logMHIexp,e_logMHIexp,defHI,e_defHI,OPT_HI,zflag,HIflag,MHIlim_flag,gmag,e_gmag,rmag,e_rmag,Btot,logLB,logMs,e_logMs
0,30,NGC 1618,69.027494,-3.148746,4888.0,SBb,3,332.549,1.304,0.10808814014965874,2.486,44.116,10.684,9.972,0.061,9.664,0.38,-0.309,0.38493146654986815,2,1,1,0,13.445,0.000,12.783,0.000,13.229,10.231,10.798,0.010
1,30,NGC 1622,69.152654,-3.188816,4848.0,SBab,2,370.044,1.451,0.12027512230350101,4.075,72.307,15.877,10.144,0.061,9.747,0.57,-0.398,0.573299427821302,2,1,1,0,12.996,0.000,12.210,0.000,12.828,10.392,11.157,0.010
2,30,NCG 1625,69.276074,-3.303496,4760.5,SBb,3,522.355,2.048,0.16978051775567077,2.886,51.208,6.669,9.768,0.061,9.662,0.38,-0.106,0.38493146654986815,2,1,1,0,13.507,0.000,12.788,0.000,13.313,10.197,10.855,0.010
3,30,FGC 0495,69.380324,-3.104026,4430.0,Scd,6,405.290,1.589,0.13173106235836607,1.537,27.273,2.695,9.374,0.061,8.854,0.3,-0.521,0.3062225235678007,2,1,1,0,16.300,0.002,15.726,0.002,16.050,9.103,9.434,0.010
4,30,MCG -01-12-037,69.209164,-3.044166,4797.0,Sc,5,241.181,0.946,0.07839065019371877,1.096,19.452,0.491,8.635,0.061,8.971,0.38,0.335,0.3849314665498682,2,1,1,0,15.431,0.001,14.870,0.001,15.176,9.452,9.915,0.010
5,NaN,NaN,nan,nan,NaN,NaN,NaN,nan,nan,NaN,nan,nan,nan,nan,nan,nan,NaN,nan,NaN,NaN,NaN,NaN,NaN,nan,nan,nan,nan,nan,nan,nan,nan
6,30,WISEA J043547.08-033114.6,68.946194,-3.520726,4688.0,Sm,9,737.851,2.894,0.23982286716258372,0.336,5.954,1.095,8.983,0.061,8.603,0.285,-0.380,0.2915428509503059,1,0,1,0,18.352,0.010,17.982,0.012,18.022,8.314,8.406,0.021
7,30,WISEA J043404.12-032444.0,68.517194,-3.412236,4588.0,Sd,7,865.780,3.395,0.28140362439573163,0.349,6.194,0.380,8.523,0.061,9.015,0.285,0.491,0.2915428509503059,1,0,1,0,17.423,0.002,17.043,0.002,17.097,8.684,8.814,0.010
8,30,core: HCG 30A,69.077584,-2.831426,4697.0,SBa,1,28.737,0.113,0.00934049665921214,1.600,28.390,0.032,7.449,0.061,9.458,0.57,2.009,0.573299427821302,0,1,0,1,13.740,0.000,12.932,0.000,13.581,10.090,10.987,0.010
9,30,core: HCG 30B,69.126084,-2.866446,4625.0,Sa,1,35.132,0.138,0.011419038478126855,1.692,30.023,0.092,7.909,0.061,9.353,0.57,1.444,0.573299427821302,2,1,1,0,14.019,0.000,13.193,0.000,13.867,9.976,10.889,0.010
10,30,core: HCG 30C,69.097479,-2.800006,4508.0,SBbc,4,48.155,0.189,0.015651695678989098,1.065,18.896,0.032,7.450,0.061,8.875,0.38,1.425,0.38493146654986815,0,1,0,1,15.790,0.001,15.157,0.001,15.563,9.297,9.840,0.010
11,30,core: HCG 30D,69.152454,-2.843106,4794.0,S0,-2,54.883,0.215,0.01783844262105032,0.663,11.767,0.032,7.444,0.061,8.446,0.57,1.002,0.573299427821302,0,1,0,1,16.165,0.001,15.462,0.001,15.965,9.137,9.809,0.010
12,30,core: total,69.100879,-2.845109,4645.0,NaN,NaN,0.000,0.000,0.0,nan,nan,0.188,8.218,0.123,9.789,1.0578752289377042,1.571,1.0649830682977686,2,1,1,0,nan,nan,nan,nan,nan,nan,11.274,nan
